<frozen runpy>:128: RuntimeWarning: 'coincollector_refactored.initial_df_builder' found in sys.modules after import of package 'coincollector_refactored', but prior to execution of 'coincollector_refactored.initial_df_builder'; this may result in unpredictable behaviour
[MAIN] searching best seed among: range(0, 500)
[seed-scan] seed=  0 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=383 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=384 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=385 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=386 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=387 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=388 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=389 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=390 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=391 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=392 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=393 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=394 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=395 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=396 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=397 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=398 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=399 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=400 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=401 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=402 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=403 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=404 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=405 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=406 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=407 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=408 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=409 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=410 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=411 | env 6/9 [1, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=412 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=413 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=414 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=415 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=416 | env 5/9 [1, 2, 3, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=417 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=418 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=419 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=420 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=421 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=422 | env 5/9 [1, 2, 3, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=423 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=424 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=425 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=426 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=427 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=428 | env 5/9 [1, 2, 3, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=429 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=430 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=431 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=432 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=433 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=434 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=435 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=436 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=437 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=438 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=439 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=440 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=441 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=442 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=443 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=444 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=445 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=446 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=447 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=448 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=449 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=450 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=451 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=452 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=453 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=454 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north'] | env_full=False | act_full=False
[seed-scan] seed=455 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=456 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=457 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=458 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=459 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=460 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=461 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=462 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=463 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=464 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=465 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=466 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=467 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=468 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=469 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=470 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=471 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=472 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=473 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=474 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=475 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=476 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=477 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=478 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=479 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=480 | env 7/9 [1, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=481 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=482 | env 5/9 [1, 3, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=483 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=484 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=485 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=486 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=487 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=488 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=489 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=490 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=491 | env 5/9 [1, 2, 3, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=492 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=493 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=494 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=495 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=496 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=497 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=498 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=499 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[MAIN] best seed = 217 env: [1, 2, 3, 4, 5, 6, 7, 8, 9] actions: ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west']
